NumeroDePasajeros,CanalDeVenta,TipoDeViaje,ClientePotencial,Estadia,HorarioDelVuelo,DiaDelVuelo,Ruta,OrigenReserva,EquipajeExtra,AsientosPreferido,QuiereComidaEnVuelo,DuracionDelVuelo,ReservaCompleta
1,0,2,128,28,5,2,DELSYD,36,1,1,1,8.58,0
1,1,2,56,30,22,0,DELSYD,4,1,0,1,8.58,0
1,1,2,37,31,7,0,DELSYD,4,1,0,0,8.58,0
1,1,2,75,18,8,0,DELSYD,36,1,0,0,8.58,0
1,1,2,80,289,7,0,DELSYD,4,1,1,1,8.58,0
1,1,2,20,69,12,6,DELSYD,4,0,0,0,8.58,0
3,1,2,13,25,13,4,DELSYD,4,1,0,1,8.58,0
2,1,2,7,37,16,0,DELSYD,80,1,1,1,8.58,0
1,1,2,190,21,11,5,DELSYD,4,1,0,0,8.58,0
1,1,2,28,45,12,6,DELSYD,36,1,1,1,8.58,0
1,1,2,246,17,2,2,DELSYD,4,1,0,1,8.58,0
1,1,2,24,108,2,4,DELSYD,4,1,0,0,8.58,0
2,1,2,18,159,12,6,DELSYD,4,1,1,1,8.58,0
1,1,2,7,45,15,3,DELSYD,36,1,1,1,8.58,0
1,1,2,115,21,18,5,DELSYD,36,1,1,1,8.58,0
1,1,2,101,28,23,4,DELSYD,4,1,1,1,8.58,0
1,1,2,50,28,11,4,DELSYD,4,1,0,1,8.58,0
2,1,2,43,174,12,5,DELSYD,4,1,0,0,8.58,0
1,1,2,71,21,8,5,DELSYD,4,1,0,0,8.58,0
2,1,2,146,32,12,4,DELSYD,4,1,0,1,8.58,0
1,1,2,47,33,3,0,DELSYD,15,1,1,0,8.58,0
2,0,2,339,18,7,6,DELSYD,4,0,0,0,8.58,0
1,1,2,30,17,11,6,DELSYD,4,1,0,0,8.58,0
2,0,2,4,28,11,2,DELSYD,36,1,1,1,8.58,0
1,1,2,45,30,10,5,DELSYD,4,0,1,0,8.58,0
2,1,2,44,17,11,0,DELSYD,36,1,1,1,8.58,0
1,1,2,20,25,14,5,DELSYD,74,1,0,0,8.58,0
1,1,2,17,27,0,0,DELSYD,4,1,1,1,8.58,0
1,1,2,49,49,21,6,DELSYD,27,1,1,1,8.58,0
1,1,2,28,79,1,1,DELSYD,4,1,1,1,8.58,0
1,1,2,21,91,7,6,DELSYD,36,1,0,0,8.58,0
2,0,2,176,21,5,2,DELSYD,37,1,0,0,8.58,0
1,1,2,37,30,3,1,DELSYD,4,1,0,1,8.58,0
1,1,2,71,87,8,2,DELSYD,4,1,0,1,8.58,0
1,1,2,38,19,7,5,DELSYD,4,1,0,1,8.58,0
1,1,2,196,35,6,6,DELSYD,4,1,0,0,8.58,0
3,1,2,337,19,3,2,DELSYD,36,1,0,1,8.58,0
1,1,2,84,25,9,6,DELSYD,4,1,0,1,8.58,0
1,1,2,66,24,10,5,DELSYD,4,1,0,1,8.58,0
1,0,2,128,28,5,2,DELSYD,36,1,1,1,8.58,0
1,1,2,27,28,7,1,DELSYD,80,1,0,1,8.58,0
1,1,2,56,23,0,0,DELSYD,4,0,1,0,8.58,0
2,1,2,84,32,12,6,DELSYD,4,1,0,1,8.58,0
1,1,2,21,20,10,6,DELSYD,36,1,1,1,8.58,0
1,1,2,33,26,13,3,DELSYD,4,1,1,1,8.58,0
2,1,2,104,60,10,4,DELSYD,4,1,1,1,8.58,0
1,1,2,33,39,11,0,DELSYD,71,1,0,0,8.58,0
1,1,2,53,37,5,4,DELSYD,4,1,0,1,8.58,0
1,1,2,83,92,11,1,DELSYD,4,1,0,1,8.58,0
2,1,2,35,49,4,3,DELSYD,4,1,0,1,8.58,0
1,1,2,65,20,5,2,DELSYD,36,1,0,1,8.58,0
1,1,2,43,17,12,4,DELSYD,36,1,0,1,8.58,0
1,0,2,59,24,11,0,DELSYD,4,1,0,0,8.58,0
2,1,2,584,45,11,3,DELSYD,36,1,1,0,8.58,0
1,1,2,12,27,9,6,DELSYD,36,0,1,1,8.58,0
1,1,2,31,79,10,0,DELSYD,36,1,1,1,8.58,0
1,1,2,45,23,3,5,DELSYD,4,1,1,1,8.58,0
1,1,2,1,28,11,5,DELSYD,36,0,0,0,8.58,0
1,0,2,45,24,12,4,DELSYD,4,1,0,1,8.58,0
1,1,2,78,23,3,5,DELSYD,36,1,0,1,8.58,0
2,1,2,165,17,15,6,DELSYD,36,1,0,0,8.58,0
1,1,2,7,19,12,6,DELSYD,4,1,0,0,8.58,0
2,1,2,228,57,8,6,DELSYD,36,1,1,1,8.58,0
2,1,2,19,33,15,3,DELSYD,36,1,0,1,8.58,0
1,1,2,103,37,7,6,DELSYD,4,1,1,1,8.58,0
1,1,2,27,103,17,4,DELSYD,73,1,1,1,8.58,0
2,0,2,249,74,20,1,DELSYD,4,1,1,1,8.58,0
2,1,2,20,91,2,5,DELSYD,4,1,0,1,8.58,0
1,1,2,10,39,1,5,DELSYD,36,1,0,1,8.58,0
2,1,2,40,37,8,3,DELSYD,36,1,0,1,8.58,0
1,1,2,9,19,11,6,DELSYD,4,0,0,1,8.58,0
2,1,2,30,30,13,1,DELSYD,4,1,0,1,8.58,0
2,1,2,433,26,10,2,DELSYD,4,0,0,0,8.58,0
4,1,2,90,49,11,4,DELSYD,4,1,1,1,8.58,0
4,1,2,339,23,16,5,DELSYD,36,1,0,1,8.58,0
3,1,2,165,40,11,1,DELSYD,4,1,1,1,8.58,0
1,1,2,31,40,6,5,DELSYD,4,1,0,0,8.58,0
1,1,2,19,28,9,3,DELSYD,36,1,0,1,8.58,0
3,1,2,31,31,9,3,DELSYD,4,1,0,1,8.58,0
1,1,2,32,23,10,1,DELSYD,4,1,0,1,8.58,0
1,1,2,27,55,19,5,DELSYD,36,1,0,0,8.58,0
2,1,2,44,33,14,0,DELSYD,4,1,1,1,8.58,0
1,1,2,45,18,6,3,DELSYD,4,0,0,1,8.58,0
1,1,2,154,26,4,6,DELSYD,4,1,1,1,8.58,0
1,1,2,234,17,23,5,DELSYD,36,1,1,1,8.58,0
1,1,2,9,18,11,4,DELSYD,4,1,1,1,8.58,0
1,1,2,60,42,4,2,DELSYD,36,1,1,0,8.58,0
2,1,2,31,24,8,4,DELSYD,4,0,0,1,8.58,0
1,1,2,85,47,10,1,DELSYD,4,0,0,1,8.58,0
1,1,2,39,23,2,1,DELSYD,4,1,1,1,8.58,0
2,0,2,176,163,12,3,DELSYD,4,1,0,1,8.58,0
1,1,2,66,18,11,0,DELSYD,4,1,0,1,8.58,0
1,0,2,46,23,21,2,DELSYD,4,0,0,0,8.58,0
1,1,2,35,90,2,1,DELSYD,4,1,1,1,8.58,0
2,1,2,67,21,16,1,DELSYD,36,1,0,1,8.58,0
1,1,2,30,19,0,0,DELSYD,4,1,0,1,8.58,0
2,1,2,255,17,11,3,DELSYD,36,0,0,0,8.58,0
3,0,2,270,41,22,0,DELSYD,4,1,1,0,8.58,0
5,1,2,186,29,9,6,DELSYD,4,0,0,0,8.58,0
5,1,2,204,26,2,2,DELSYD,4,1,1,1,8.58,0
1,1,2,80,19,9,4,DELSYD,4,1,1,1,8.58,0
1,1,2,25,207,9,6,DELSYD,4,0,0,1,8.58,0
1,1,2,66,20,7,6,DELSYD,4,0,0,0,8.58,0
4,0,2,35,49,10,6,DELSYD,4,1,1,0,8.58,0
2,0,2,47,77,3,5,DELSYD,4,1,1,1,8.58,0
2,1,2,51,39,4,1,DELSYD,4,1,1,1,8.58,0
1,1,2,205,19,9,1,DELSYD,4,0,0,0,8.58,0
1,1,2,79,34,3,2,DELSYD,4,1,0,0,8.58,0
2,1,2,182,90,7,3,DELSYD,4,1,0,0,8.58,0
1,1,2,35,21,10,3,DELSYD,4,1,1,1,8.58,0
2,1,2,285,28,2,6,DELSYD,4,0,0,0,8.58,0
1,1,2,15,350,2,5,DELSYD,4,1,0,1,8.58,0
1,1,2,19,21,22,6,DELSYD,4,1,0,0,8.58,0
2,1,2,95,18,2,4,DELSYD,4,1,1,1,8.58,0
1,1,2,58,24,9,6,DELSYD,4,0,0,1,8.58,0
4,1,2,99,19,5,4,DELSYD,36,1,0,1,8.58,0
1,1,2,149,27,15,2,DELSYD,4,1,0,1,8.58,0
1,1,2,111,29,20,1,DELSYD,4,1,0,0,8.58,0
2,0,2,137,28,3,1,DELSYD,36,1,1,1,8.58,0
1,0,2,213,39,13,3,DELSYD,4,0,0,0,8.58,0
1,1,2,73,18,5,3,DELSYD,4,1,0,0,8.58,0
1,1,2,93,27,7,2,DELSYD,36,0,0,0,8.58,0
1,1,2,199,28,17,5,DELSYD,36,1,1,1,8.58,0
1,1,2,115,23,9,0,DELSYD,4,1,0,1,8.58,0
1,1,2,2,28,4,6,DELSYD,4,1,1,1,8.58,0
1,1,2,187,20,11,6,DELSYD,4,0,0,1,8.58,0
4,1,2,81,21,23,2,DELSYD,4,1,1,1,8.58,0
2,1,2,381,17,5,1,DELSYD,4,0,0,1,8.58,0
2,1,2,49,23,8,0,DELSYD,36,0,1,1,8.58,0
3,1,2,38,21,12,3,DELSYD,4,1,1,1,8.58,0
1,1,2,90,30,11,5,DELSYD,4,1,0,0,8.58,0
1,1,2,128,17,12,5,DELSYD,4,1,1,1,8.58,0
1,1,2,81,69,12,3,DELSYD,4,1,0,1,8.58,0
2,1,2,43,174,12,5,DELSYD,4,1,0,0,8.58,0
1,1,2,1,41,5,5,DELSYD,36,1,0,1,8.58,0
1,1,2,183,28,0,4,DELSYD,4,0,0,0,8.58,0
2,1,2,46,19,12,2,DELSYD,36,1,0,0,8.58,0
1,1,2,27,89,9,4,DELSYD,36,1,0,1,8.58,0
2,1,2,339,21,15,5,DELSYD,36,1,1,0,8.58,0
2,0,2,270,25,16,2,DELSYD,36,1,0,0,8.58,0
1,1,2,26,19,5,0,DELSYD,4,0,1,0,8.58,0
1,1,2,3,142,8,5,DELSZX,34,1,0,0,5.52,0
2,1,2,18,36,13,2,DMKHGH,17,1,1,1,5.07,1
1,0,2,145,19,14,0,DMKHND,43,0,0,0,7.57,0
2,1,2,117,25,13,0,DMKHND,4,0,0,0,7.57,0
5,1,2,352,42,19,3,DMKHND,93,1,0,0,7.57,0
2,1,2,18,17,8,0,DMKHND,43,0,0,0,7.57,0
1,1,2,32,17,17,2,DMKHND,43,1,0,1,7.57,0
1,1,2,24,25,7,4,DMKHND,43,0,0,0,7.57,0
1,1,2,133,217,6,6,DMKHND,93,1,0,0,7.57,1
1,1,2,2,1,10,4,DMKHND,93,0,1,1,7.57,0
2,1,2,19,1,16,4,DMKHND,93,1,1,0,7.57,1
1,1,2,59,30,5,0,DMKHND,43,0,0,1,7.57,0
1,1,2,15,46,19,1,DMKHND,19,0,0,0,7.57,0
1,0,2,26,46,4,6,DMKHND,43,1,0,0,7.57,0
1,1,2,11,1,6,1,DMKHND,93,0,1,0,7.57,1
1,1,2,126,92,10,4,DMKHND,43,0,0,0,7.57,0
1,1,2,21,21,16,6,DMKHND,15,1,1,1,7.57,0
1,1,2,36,29,7,1,DMKHND,43,1,0,1,7.57,0
1,1,2,36,27,7,1,DMKHND,43,1,1,1,7.57,0
1,0,2,81,38,9,1,DMKHND,43,1,0,0,7.57,0
1,1,2,92,17,9,6,DMKICN,85,1,0,1,6.62,0
1,0,2,28,1,21,6,DMKICN,93,1,0,0,6.62,0
1,1,2,97,20,13,4,DMKICN,85,0,1,0,6.62,0
1,1,2,0,31,13,4,DMKICN,93,1,0,0,6.62,0
1,1,2,2,25,5,4,DMKICN,85,1,0,0,6.62,0
1,1,2,2,1,10,4,DMKICN,93,1,0,0,6.62,0
4,0,2,8,91,9,6,DMKICN,93,1,1,0,6.62,1
1,1,2,3,36,12,6,DMKICN,85,1,0,1,6.62,0
1,1,2,8,23,1,0,DMKICN,15,0,0,0,6.62,0
5,1,2,4,1,13,3,DMKICN,93,1,0,0,6.62,0
1,1,2,41,30,7,0,DMKICN,85,0,0,0,6.62,0
1,1,2,128,20,9,3,DMKICN,85,0,0,0,6.62,0
2,1,2,0,27,1,6,DMKICN,93,0,0,0,6.62,0
1,1,2,6,1,11,0,DMKICN,80,0,0,0,6.62,0
3,1,2,1,1,11,4,DMKICN,93,1,0,0,6.62,0
1,1,2,17,24,6,0,DMKICN,93,1,0,0,6.62,0
1,1,2,242,31,9,0,DMKICN,85,1,0,0,6.62,0
1,0,2,0,1,3,5,DMKICN,93,1,0,0,6.62,0
1,1,2,9,34,8,6,DMKICN,93,1,0,0,6.62,0
1,1,2,1,20,15,6,DMKICN,85,0,0,0,6.62,0
1,0,2,3,1,19,2,DMKICN,93,1,0,0,6.62,0
2,1,2,24,77,14,2,DMKICN,93,1,1,1,6.62,0
1,0,2,2,20,13,6,DMKICN,85,0,0,0,6.62,0
1,1,2,7,1,12,5,DMKICN,93,1,0,1,6.62,0
1,1,2,20,86,4,2,DMKICN,93,1,0,0,6.62,0
1,1,2,1,37,7,5,DMKICN,93,1,0,0,6.62,0
2,1,2,12,32,2,6,DMKICN,93,1,0,1,6.62,0
3,1,2,11,63,4,0,DMKIKA,93,1,0,1,8.15,0
1,0,2,17,30,5,2,DMKIKA,93,0,0,0,8.15,0
1,0,2,22,28,9,2,DMKIKA,4,1,1,0,8.15,0
1,1,2,3,36,9,6,DMKIKA,93,1,0,0,8.15,0
1,0,2,6,18,11,4,DMKIKA,93,1,0,0,8.15,0
1,1,2,22,17,4,6,DMKIKA,93,0,0,1,8.15,0
1,1,2,35,17,5,4,DMKIKA,93,1,0,0,8.15,0
3,1,2,320,18,13,5,DMKIKA,93,1,0,1,8.15,0
1,1,2,19,26,17,4,DMKIKA,93,1,0,0,8.15,0
1,1,2,34,18,20,1,DMKIKA,38,1,1,1,8.15,0
1,1,2,132,20,18,0,DMKIKA,34,0,0,0,8.15,0
2,1,2,297,39,13,4,DMKIKA,90,0,0,0,8.15,0
1,1,2,249,21,14,6,DMKIKA,93,1,0,1,8.15,0
1,1,2,66,21,8,4,DMKIKA,93,0,0,0,8.15,0
1,1,2,6,74,4,6,DMKKIX,93,0,0,0,7.0,1
1,1,2,37,82,14,2,DMKKIX,93,1,0,0,7.0,0
1,1,2,43,22,8,1,DMKKIX,93,1,0,0,7.0,0
1,0,2,34,25,3,2,DMKKIX,43,0,0,0,7.0,0
1,1,2,172,26,9,5,DMKKIX,43,1,0,0,7.0,0
1,1,2,3,20,6,1,DMKKIX,43,0,1,0,7.0,0
1,1,1,16,1,19,5,DMKKIX,103,0,0,0,7.0,0
1,1,2,134,23,0,3,DMKKIX,93,1,0,0,7.0,0
1,1,2,256,37,15,2,DMKKIX,93,1,1,1,7.0,0
2,1,2,0,1,3,2,DMKKIX,93,0,0,0,7.0,0
1,1,2,4,244,11,0,DMKKIX,93,1,1,0,7.0,1
1,1,2,225,1,16,1,DMKKIX,43,0,0,1,7.0,0
2,1,2,49,136,8,6,DMKKIX,93,1,1,1,7.0,0
1,1,2,63,126,8,0,DMKKIX,43,1,1,1,7.0,0
1,1,2,184,66,16,5,DMKKIX,43,0,0,0,7.0,0
1,1,2,323,28,11,4,DMKKIX,43,0,0,0,7.0,0
1,0,2,69,238,15,6,DMKKIX,57,0,0,0,7.0,0
1,1,2,0,1,1,6,DMKKIX,93,1,0,0,7.0,1
1,1,2,57,42,11,5,DMKKIX,43,1,0,0,7.0,0
1,1,2,26,26,6,0,DMKKIX,43,1,0,1,7.0,0
2,0,2,38,35,18,0,DMKKIX,43,0,1,0,7.0,0
1,1,2,358,29,3,5,DMKKIX,43,0,0,0,7.0,0
1,1,2,65,38,4,5,DMKKIX,43,1,0,0,7.0,0
1,0,2,128,19,20,4,DMKKIX,93,0,0,1,7.0,0
1,1,2,82,129,12,4,DMKKIX,93,1,1,1,7.0,0
1,1,2,17,42,11,3,DMKKIX,93,1,1,1,7.0,0
1,0,2,68,21,5,0,DMKKIX,93,1,1,1,7.0,0
1,1,2,24,1,5,6,DMKKIX,43,1,0,0,7.0,0
1,1,2,227,21,16,3,DMKKIX,43,1,0,0,7.0,0
1,0,2,16,20,17,1,DMKKIX,101,1,1,0,7.0,0
1,0,2,28,56,23,5,DMKKIX,43,1,0,1,7.0,0
1,1,2,26,79,1,5,DMKKIX,14,0,1,0,7.0,0
1,1,2,17,23,19,3,DMKKIX,43,0,0,0,7.0,0
1,1,2,72,17,12,5,DMKKIX,43,0,0,0,7.0,0
1,1,2,3,17,2,0,DMKKIX,43,1,0,0,7.0,0
1,1,2,43,104,19,1,DMKKIX,43,1,0,0,7.0,0
1,1,2,9,361,8,4,DMKKIX,93,1,1,1,7.0,0
1,1,2,46,29,23,3,DMKKTM,101,1,0,0,4.75,1
1,1,2,12,41,11,6,DMKKTM,93,1,0,0,4.75,0
1,1,2,423,28,17,2,DMKKTM,93,0,0,0,4.75,0
2,1,2,16,25,19,3,DMKKTM,64,0,0,0,4.75,0
2,1,2,154,18,17,1,DMKKTM,101,1,1,0,4.75,0
1,1,2,28,29,0,5,DMKKTM,43,1,0,0,4.75,0
1,1,2,68,24,9,4,DMKKTM,58,0,0,0,4.75,0
1,1,2,69,22,13,3,DMKKTM,93,1,0,0,4.75,0
1,1,2,30,30,2,0,DMKMEL,4,0,0,0,8.83,0
1,1,2,291,29,9,1,DMKMEL,4,1,1,1,8.83,0
2,1,2,68,28,12,6,DMKMEL,4,1,1,1,8.83,0
1,1,2,31,42,5,2,DMKMEL,4,0,0,0,8.83,0
1,1,2,2,68,9,5,DMKMEL,4,1,0,0,8.83,0
1,1,2,31,57,16,0,DMKMEL,4,0,0,1,8.83,0
1,1,2,13,90,9,2,DMKMEL,4,1,1,1,8.83,0
1,1,2,76,22,8,6,DMKMEL,4,1,0,0,8.83,0
1,0,2,83,66,12,4,DMKMEL,4,1,0,0,8.83,0
2,1,2,20,23,11,6,DMKMEL,4,1,0,1,8.83,0
1,1,2,262,17,2,1,DMKMEL,93,1,1,0,8.83,0
1,1,2,7,26,19,3,DMKMEL,4,1,0,1,8.83,0
1,1,2,17,22,12,6,DMKMEL,4,1,1,0,8.83,0
1,1,2,49,26,9,5,DMKMEL,4,0,0,1,8.83,0
1,1,2,26,36,12,6,DMKMEL,4,1,1,1,8.83,0
1,1,2,84,22,4,3,DMKMEL,4,1,0,0,8.83,0
1,1,2,43,118,2,2,DMKMEL,4,1,0,0,8.83,0
1,1,2,9,180,6,0,DMKMEL,4,1,0,1,8.83,0
1,1,2,7,32,15,4,DMKMEL,4,1,0,1,8.83,0
1,1,2,144,18,11,6,DMKMEL,4,1,0,0,8.83,0
1,1,2,39,32,1,2,DMKMEL,4,0,0,0,8.83,0
1,1,2,42,32,6,0,DMKMEL,4,1,0,0,8.83,0
1,1,2,0,21,14,4,DMKMEL,4,0,1,0,8.83,0
2,1,2,154,17,0,6,DMKMEL,61,0,0,0,8.83,0
1,1,2,2,25,10,2,DMKMEL,4,1,0,1,8.83,0
3,1,2,71,45,11,1,DMKMEL,4,1,0,0,8.83,0
1,1,2,88,31,12,5,DMKMEL,93,0,0,0,8.83,0
1,1,2,70,20,4,6,DMKMEL,4,0,1,0,8.83,0
1,1,2,37,89,0,5,DMKMEL,4,1,0,1,8.83,0
1,1,2,46,21,20,3,DMKMEL,4,0,0,0,8.83,0
1,1,2,11,32,5,5,DMKMEL,4,0,0,0,8.83,0
2,1,2,36,26,1,4,DMKMEL,4,1,1,0,8.83,0
1,1,2,218,17,6,4,DMKMEL,4,0,0,0,8.83,0
1,1,2,152,19,1,3,DMKMEL,4,0,0,0,8.83,0
1,1,2,7,67,7,1,DMKMEL,61,1,1,1,8.83,0
1,1,2,296,23,2,1,DMKMEL,4,0,0,0,8.83,0
1,1,2,58,28,15,0,DMKMEL,4,1,1,1,8.83,0
1,1,2,181,19,3,6,DMKMEL,4,1,1,1,8.83,0
1,1,2,49,161,10,6,DMKMEL,28,1,1,1,8.83,0
1,1,2,10,87,9,1,DMKMEL,4,1,0,0,8.83,1
1,1,2,10,30,9,5,DMKMEL,4,1,0,0,8.83,0
2,1,2,62,18,10,6,DMKMEL,4,1,0,1,8.83,0
1,1,2,33,22,2,6,DMKMEL,4,0,0,0,8.83,0
2,1,2,158,22,3,0,DMKMEL,4,1,1,1,8.83,0
2,0,2,138,27,3,0,DMKMEL,93,0,0,0,8.83,0
1,1,2,27,52,3,6,DMKMEL,4,1,1,1,8.83,0
1,0,2,91,17,14,4,DMKMEL,4,0,0,0,8.83,0
2,1,2,35,32,4,0,DMKMEL,4,1,0,0,8.83,0
1,1,2,117,17,5,3,DMKMEL,93,1,0,0,8.83,0
1,1,2,67,22,4,0,DMKMEL,4,1,1,0,8.83,0
1,1,2,129,20,13,6,DMKMEL,4,1,1,1,8.83,0
2,1,2,287,21,15,5,DMKMEL,93,1,1,1,8.83,0
1,1,2,83,20,1,0,DMKMEL,4,1,0,0,8.83,0
1,1,2,90,25,2,4,DMKMEL,4,0,0,0,8.83,0
1,1,2,10,22,9,5,DMKMEL,4,1,0,0,8.83,0
2,1,2,79,17,13,5,DMKMEL,4,1,0,0,8.83,0
1,1,2,113,22,16,2,DMKMEL,4,1,0,0,8.83,1
1,1,2,35,84,9,5,DMKMEL,37,1,1,1,8.83,0
1,1,2,24,21,3,4,DMKMEL,4,1,0,1,8.83,0
1,1,2,2,87,2,3,DMKMEL,4,1,1,0,8.83,0
1,1,2,25,20,9,4,DMKMEL,4,0,0,1,8.83,0
3,1,2,148,21,6,5,DMKMEL,4,1,1,1,8.83,0
1,1,2,22,27,13,3,DMKMEL,4,1,0,0,8.83,0
1,1,2,6,17,2,5,DMKMEL,4,0,0,1,8.83,0
1,1,2,68,29,0,3,DMKMEL,4,1,1,1,8.83,0
1,1,2,15,27,7,1,DMKMEL,101,0,0,0,8.83,0
1,1,2,123,24,16,5,DMKMEL,4,0,0,0,8.83,0
1,0,2,19,30,1,4,DMKMEL,4,0,0,0,8.83,0
1,1,2,31,17,13,0,DMKMEL,4,1,1,0,8.83,0
1,1,2,28,180,10,6,DMKMEL,4,1,1,1,8.83,0
1,1,2,5,88,2,2,DMKMEL,4,1,1,1,8.83,0
1,1,2,72,19,3,1,DMKMEL,4,0,0,0,8.83,0
2,1,2,36,17,14,0,DMKMEL,4,1,0,1,8.83,0
1,1,2,126,17,7,6,DMKMEL,4,1,0,0,8.83,0
1,1,2,46,29,11,6,DMKMEL,4,1,0,0,8.83,0
2,1,2,21,56,8,3,DMKMEL,4,1,1,1,8.83,0
2,1,2,150,57,4,5,DMKMEL,4,1,1,1,8.83,0
1,0,2,68,33,5,6,DMKMEL,4,1,0,0,8.83,0
1,1,2,62,28,3,0,DMKMEL,4,1,0,0,8.83,0
1,1,2,218,28,4,5,DMKMEL,4,1,0,1,8.83,0
1,1,2,0,21,3,3,DMKMEL,4,0,0,0,8.83,0
1,1,2,113,22,12,1,DMKMEL,4,1,0,1,8.83,0
1,1,2,249,22,15,4,DMKMEL,4,1,0,1,8.83,0
1,1,2,19,24,21,6,DMKMEL,4,0,0,1,8.83,0
1,1,2,121,26,0,2,DMKMEL,93,1,1,0,8.83,1
1,0,2,2,17,1,2,DMKMEL,4,1,0,1,8.83,0
2,1,2,140,42,7,5,DMKMEL,4,1,1,0,8.83,0
1,1,2,0,83,8,5,DMKMEL,93,1,1,1,8.83,0
1,1,2,46,22,11,5,DMKMEL,4,1,0,0,8.83,0
2,1,2,37,19,15,3,DMKMEL,93,1,1,1,8.83,1
2,0,2,111,32,2,6,DMKMEL,4,1,1,1,8.83,0
1,1,2,73,42,10,1,DMKMEL,4,1,0,0,8.83,0
3,1,2,370,19,1,1,DMKMEL,4,1,1,0,8.83,0
5,1,2,228,17,11,0,DMKMEL,4,1,0,0,8.83,0
2,1,2,114,20,7,5,DMKMEL,4,1,0,1,8.83,0
1,1,2,39,23,14,0,DMKMEL,93,1,0,1,8.83,0
1,1,2,39,20,8,0,DMKMEL,4,0,0,0,8.83,0
1,1,2,39,17,15,1,DMKMEL,4,0,1,1,8.83,0
2,1,2,68,23,10,4,DMKMEL,4,0,1,1,8.83,0
1,1,2,18,18,2,5,DMKMEL,4,0,0,0,8.83,0
1,1,2,79,30,12,6,DMKMEL,4,1,0,0,8.83,0
1,1,2,91,31,7,4,DMKMEL,4,1,0,1,8.83,0
2,1,2,29,23,11,1,DMKMEL,4,1,0,1,8.83,0
1,1,2,40,29,0,6,DMKMEL,4,0,0,0,8.83,0
1,1,2,5,17,11,5,DMKMEL,4,0,0,0,8.83,0
2,1,2,86,27,5,1,DMKMEL,4,1,1,1,8.83,0
1,1,2,8,21,11,0,DMKMEL,4,1,0,0,8.83,0
1,1,2,37,30,10,5,DMKMEL,4,1,0,1,8.83,0
1,1,2,22,27,13,3,DMKMEL,4,1,0,0,8.83,0
2,1,2,173,61,12,4,DMKMEL,4,1,0,1,8.83,0
2,1,2,68,38,6,6,DMKMEL,4,1,0,0,8.83,0
1,1,2,7,42,2,3,DMKMEL,4,1,0,0,8.83,0
2,1,2,106,35,23,3,DMKMEL,15,1,1,1,8.83,0
2,1,2,63,23,23,4,DMKMEL,4,1,0,0,8.83,0
1,1,2,6,43,5,5,DMKMEL,4,1,1,0,8.83,0
1,1,2,6,193,23,2,DMKMEL,4,1,1,1,8.83,0
1,1,2,62,22,1,2,DMKMEL,4,1,1,1,8.83,0
1,1,2,24,30,5,2,DMKMEL,4,0,0,0,8.83,1
4,1,2,81,30,23,0,DMKMEL,4,1,0,1,8.83,0
2,1,2,33,40,5,2,DMKMEL,4,0,0,0,8.83,0
1,1,2,7,19,23,6,DMKMEL,4,1,0,0,8.83,0
1,0,2,68,33,5,6,DMKMEL,4,1,0,0,8.83,0
1,1,2,195,20,5,3,DMKMEL,4,0,1,0,8.83,0
1,1,2,94,20,9,5,DMKMEL,4,0,0,0,8.83,0
1,1,2,13,25,9,2,DMKMEL,4,0,0,1,8.83,0
1,1,2,27,1,7,6,DMKMEL,93,0,0,0,8.83,0
2,1,2,85,29,2,6,DMKMEL,4,1,0,1,8.83,0
1,1,2,77,29,1,0,DMKMEL,4,1,0,0,8.83,0
1,1,2,70,45,10,6,DMKMEL,61,1,1,1,8.83,0
1,1,2,22,31,10,5,DMKMEL,93,0,0,1,8.83,1
1,1,2,1,30,7,3,DMKMEL,4,1,0,0,8.83,0
1,1,2,84,37,9,3,DMKMEL,4,1,1,0,8.83,0
2,1,2,26,18,10,5,DMKMEL,4,1,0,1,8.83,0
1,1,2,4,89,13,0,DMKMEL,93,1,1,1,8.83,0
1,1,2,48,19,5,1,DMKMEL,4,0,0,1,8.83,0
1,1,2,55,39,15,5,DMKMEL,93,1,1,1,8.83,0
1,1,2,117,24,8,1,DMKMEL,4,1,0,0,8.83,0
1,1,2,66,26,11,1,DMKMEL,4,0,0,0,8.83,0
1,1,2,47,31,11,1,DMKMEL,60,1,0,0,8.83,0
2,1,2,158,21,15,3,DMKMEL,9,1,1,1,8.83,0
2,1,2,243,24,12,0,DMKMEL,4,1,0,1,8.83,0
1,0,2,73,21,14,2,DMKMEL,4,0,0,0,8.83,0
1,1,2,56,30,15,5,DMKMEL,48,1,0,0,8.83,0
1,0,2,36,22,4,1,DMKMEL,4,0,0,0,8.83,0
1,1,2,153,28,5,3,DMKMEL,4,1,0,0,8.83,0
1,1,2,20,17,12,6,DMKMEL,93,0,0,0,8.83,0
1,1,2,41,23,7,5,DMKMEL,4,0,0,0,8.83,0
1,1,2,68,26,1,2,DMKMEL,15,1,0,0,8.83,0
1,1,2,169,83,23,5,DMKMEL,4,1,1,1,8.83,0
1,1,2,32,22,9,0,DMKMEL,4,0,0,1,8.83,0
1,1,2,54,28,6,2,DMKMEL,4,1,0,0,8.83,0
1,1,2,124,29,11,4,DMKMEL,4,1,1,1,8.83,0
1,1,2,54,32,4,4,DMKMEL,4,0,0,0,8.83,0
3,1,2,94,32,13,1,DMKMEL,4,1,0,1,8.83,0
