NumeroDePasajeros,CanalDeVenta,TipoDeViaje,ClientePotencial,Estadia,HorarioDelVuelo,DiaDelVuelo,Ruta,OrigenReserva,EquipajeExtra,AsientosPreferido,QuiereComidaEnVuelo,DuracionDelVuelo,ReservaCompleta
2,1,2,11,114,11,3,412,4,1,1,1,8,0
2,1,2,11,22,10,1,412,4,0,0,1,8,0
1,1,2,13,29,13,6,412,4,0,0,0,8,1
1,1,2,46,19,13,3,412,36,1,1,1,8,0
1,1,2,220,20,14,3,412,36,0,1,0,8,0
3,1,2,56,21,14,4,412,36,1,1,1,8,0
2,1,2,61,20,6,5,412,4,1,0,0,8,0
2,0,2,29,86,2,5,412,36,1,0,1,8,0
1,1,2,134,110,15,2,412,36,1,1,1,8,0
1,1,2,8,22,13,4,412,4,1,0,0,8,0
1,1,2,16,43,16,5,412,4,1,0,0,8,0
1,1,2,57,28,23,5,412,4,1,1,1,8,0
2,1,2,19,29,1,6,412,4,1,1,1,8,0
1,0,2,32,19,5,3,412,4,1,1,1,8,0
2,1,2,134,21,9,5,412,36,1,1,0,8,0
6,1,2,119,36,8,0,412,4,1,1,1,8,0
4,1,2,59,24,10,6,412,4,1,1,1,8,0
2,1,2,9,87,7,0,412,4,1,1,1,8,0
1,1,2,125,26,0,5,412,4,1,1,1,8,1
1,1,2,20,21,2,3,412,4,1,0,0,8,0
1,1,2,105,35,0,2,412,61,1,0,0,8,0
1,1,2,146,17,0,4,412,4,1,1,1,8,0
2,0,2,14,22,12,2,412,4,1,1,1,8,0
1,1,2,12,24,9,2,412,4,1,1,0,8,0
1,1,2,68,23,5,6,412,4,0,1,1,8,0
1,1,2,1,30,6,6,412,4,1,0,0,8,0
2,1,2,94,18,8,1,412,36,1,0,0,8,0
2,1,2,149,40,4,0,412,4,1,0,1,8,0
1,1,2,79,28,5,4,412,4,1,0,1,8,0
1,1,2,1,20,7,2,412,36,1,1,1,8,0
1,1,2,395,22,19,0,412,36,0,0,0,8,0
1,1,2,67,24,22,6,412,101,1,0,0,8,0
1,1,2,72,41,14,5,412,36,1,1,0,8,0
1,1,2,96,28,5,1,412,101,1,1,1,8,0
1,1,2,29,23,0,1,412,4,1,1,1,8,0
1,1,2,164,46,21,4,412,4,0,1,0,8,0
4,1,2,516,32,12,5,412,4,1,0,0,8,0
1,1,2,34,43,1,4,412,101,1,1,1,8,0
1,1,2,36,17,3,4,412,4,1,0,0,8,0
2,1,2,55,196,11,1,412,4,1,0,1,8,0
1,1,2,13,19,3,6,412,4,1,1,1,8,0
3,1,2,126,22,2,6,412,4,1,1,1,8,0
2,1,2,270,17,17,3,412,36,1,0,0,8,0
1,1,2,74,28,7,2,412,4,1,0,0,8,0
1,1,2,42,34,11,1,412,4,1,0,0,8,0
1,0,2,56,41,20,1,412,36,1,1,1,8,0
1,1,2,6,22,6,3,412,4,1,0,0,8,0
1,1,2,88,25,22,6,412,4,1,0,0,8,0
1,1,2,27,21,12,4,412,4,0,0,0,8,0
1,1,2,78,22,10,4,412,0,1,0,1,8,0
2,1,2,34,43,2,5,412,4,1,0,0,8,0
1,0,2,173,29,17,2,412,36,0,1,0,8,0
1,1,2,2,23,14,6,412,4,0,0,1,8,0
1,1,2,59,19,14,1,412,80,1,1,1,8,0
1,0,2,17,30,12,4,412,36,1,0,0,8,0
3,1,2,130,26,13,4,412,4,1,1,1,8,0
1,1,2,22,29,6,1,412,4,1,0,1,8,0
1,1,2,92,26,2,5,412,4,1,0,0,8,0
1,1,2,133,27,9,3,412,4,0,1,1,8,0
2,1,2,114,56,12,3,413,17,1,0,1,5,0
1,1,2,19,28,12,5,414,85,1,1,1,8,0
1,1,2,44,21,1,0,414,85,1,0,1,8,0
1,1,2,25,28,6,6,414,85,1,1,1,8,0
1,1,2,27,21,8,0,414,85,1,0,1,8,0
2,1,2,170,33,4,5,414,85,1,0,1,8,0
1,1,2,5,38,5,2,414,85,1,1,1,8,0
1,1,2,20,61,6,0,414,85,1,1,1,8,0
1,1,2,2,38,3,5,414,85,1,0,1,8,0
3,1,2,8,61,9,1,414,85,1,0,1,8,0
1,1,2,14,56,5,5,414,85,1,1,1,8,0
2,1,2,26,21,23,5,414,100,1,1,1,8,0
1,1,2,24,21,4,4,414,85,1,0,1,8,0
2,1,2,3,25,5,4,414,85,0,0,0,8,0
3,1,2,13,77,20,6,414,38,1,0,0,8,0
1,0,2,12,30,7,5,414,85,1,1,1,8,0
2,0,2,24,24,3,4,414,85,1,0,1,8,0
1,1,2,13,18,4,0,415,78,0,0,0,9,0
2,1,2,296,30,15,5,416,85,1,1,0,6,0
3,1,2,170,19,17,1,416,51,1,0,1,6,1
1,1,2,42,38,3,5,416,85,1,0,0,6,0
1,0,2,117,30,11,3,416,51,1,0,0,6,0
1,1,2,206,30,14,1,416,85,1,0,0,6,0
3,1,2,135,44,23,2,416,51,1,0,0,6,0
1,1,2,68,20,1,0,416,85,1,1,1,6,1
3,1,2,16,30,16,5,416,51,1,0,0,6,0
1,1,2,16,18,2,0,416,51,1,0,0,6,0
1,1,2,100,119,11,4,416,85,1,0,0,6,0
1,1,2,86,182,13,1,416,51,0,0,1,6,0
1,1,2,4,89,3,0,416,51,1,0,1,6,0
2,1,2,309,17,7,1,416,85,1,1,1,6,0
1,1,2,4,30,9,5,416,80,0,0,1,6,1
1,1,2,85,63,11,5,416,85,1,0,1,6,0
3,0,2,181,33,12,3,416,51,1,0,0,6,0
3,0,2,108,29,15,1,416,51,1,0,0,6,1
1,1,2,51,115,14,1,416,51,1,1,1,6,0
1,1,2,6,88,10,5,416,51,1,0,1,6,0
1,0,2,111,17,6,0,416,80,1,0,0,6,1
1,1,2,5,87,5,0,416,51,1,0,1,6,0
1,0,2,89,18,9,5,416,85,1,0,0,6,0
1,1,2,34,19,9,4,416,51,1,0,0,6,1
1,0,2,53,18,13,3,416,51,1,1,0,6,0
1,0,2,89,18,9,5,416,85,1,0,0,6,0
1,0,2,112,18,13,3,416,51,1,0,0,6,0
1,1,2,29,19,5,6,416,85,1,1,1,6,1
1,1,2,105,27,12,2,416,51,1,1,0,6,0
5,1,2,32,23,2,0,416,85,1,1,0,6,1
1,0,2,36,18,12,5,416,51,1,1,0,6,0
1,1,2,6,30,12,0,416,51,1,1,1,6,1
1,0,2,25,88,0,3,416,101,1,1,1,6,0
3,1,2,9,335,1,5,416,85,1,1,1,6,0
1,1,2,36,201,7,2,416,85,1,1,1,6,1
1,0,2,2,29,14,1,416,51,0,0,1,6,1
1,1,2,27,30,6,0,416,51,1,0,0,6,0
1,1,2,6,102,14,0,416,51,1,0,1,6,0
2,1,2,2,1,10,0,416,85,1,0,0,6,0
1,1,2,5,24,15,4,416,51,1,0,1,6,0
1,1,2,2,88,0,0,416,51,1,0,1,6,0
4,1,2,68,206,12,0,416,85,0,0,0,6,0
1,1,2,10,17,11,1,416,51,1,0,1,6,0
3,0,2,73,26,11,3,416,85,0,0,0,6,0
1,1,2,47,1,15,1,416,85,1,0,0,6,0
1,1,2,2,67,12,5,416,51,1,1,0,6,0
1,1,2,4,89,2,5,416,51,1,0,1,6,0
1,1,2,77,27,13,5,416,85,0,1,1,6,0
1,1,2,130,24,13,4,417,51,1,1,1,6,1
1,1,2,122,34,7,3,417,85,1,0,1,6,0
1,1,2,221,46,5,5,417,85,1,0,1,6,0
1,1,2,87,65,12,1,417,85,1,0,0,6,0
2,1,2,56,25,10,4,418,85,1,0,1,6,0
1,1,2,15,24,3,0,419,85,1,1,1,6,1
2,1,2,1,24,12,6,419,85,0,0,0,6,1
1,1,2,59,27,0,5,419,85,0,0,0,6,1
1,1,2,27,24,13,5,419,51,1,0,0,6,0
2,1,2,39,92,12,5,419,51,1,1,1,6,0
1,1,2,181,61,8,3,419,85,1,0,0,6,0
1,1,2,3,72,7,1,419,85,0,0,1,6,1
1,1,2,27,221,1,1,419,61,1,0,0,6,0
1,1,2,104,41,16,4,419,51,1,0,0,6,0
1,1,2,10,23,8,5,419,85,0,0,0,6,0
2,1,2,92,23,4,5,419,85,0,0,1,6,1
2,1,2,42,25,2,2,419,51,1,0,1,6,0
1,1,2,54,35,12,5,419,100,1,0,0,6,1
1,1,2,1,242,7,0,419,51,1,0,0,6,1
1,1,2,177,22,6,6,419,51,1,1,1,6,0
2,1,2,280,39,2,1,419,51,1,0,1,6,0
1,1,2,15,85,14,3,419,51,1,0,0,6,1
1,1,2,42,18,13,6,419,85,1,0,0,6,1
1,1,2,151,85,7,0,419,85,0,0,0,6,0
1,1,2,25,48,17,6,419,51,1,0,1,6,1
1,1,2,31,24,2,3,419,51,1,0,0,6,0
2,1,2,8,90,4,1,419,51,1,0,0,6,0
1,1,2,13,18,1,6,419,51,0,0,0,6,1
2,1,2,23,21,8,0,419,51,1,0,0,6,1
1,1,2,1,25,13,5,419,85,1,0,0,6,0
1,1,2,12,84,12,4,419,85,1,0,1,6,0
3,1,2,119,23,5,0,419,85,1,0,0,6,0
1,0,2,131,22,14,1,419,101,1,0,1,6,1
1,1,2,78,33,10,2,419,51,1,0,1,6,0
1,1,2,63,19,23,4,419,51,1,1,1,6,0
1,1,2,11,21,9,3,419,51,0,0,0,6,0
1,1,2,37,149,10,5,419,51,1,0,0,6,0
2,1,2,61,24,16,0,420,37,1,0,1,6,0
1,1,2,14,45,11,1,420,37,1,0,0,6,1
1,1,2,43,81,14,5,420,85,1,1,1,6,0
1,1,2,61,42,13,0,420,37,0,0,0,6,0
1,1,2,81,19,21,3,420,85,1,1,1,6,0
1,1,2,46,20,8,2,420,37,1,0,0,6,0
1,1,2,52,22,9,3,420,85,1,1,1,6,0
1,1,2,106,35,4,5,420,37,1,0,0,6,1
1,1,2,8,22,15,1,420,85,0,0,1,6,0
1,1,2,81,85,13,2,420,85,1,1,1,6,0
1,0,2,43,26,14,5,420,85,1,1,1,6,0
1,1,2,29,55,19,4,420,37,1,1,1,6,0
1,1,2,9,21,4,6,420,85,1,0,0,6,0
1,1,2,142,29,11,2,420,85,1,0,0,6,1
1,1,2,54,35,10,1,420,85,1,1,0,6,0
2,1,2,109,29,5,0,420,37,0,0,0,6,1
1,1,2,28,18,6,5,420,85,1,0,0,6,0
2,0,2,53,369,13,1,420,37,0,0,0,6,1
1,1,2,50,155,13,3,420,85,1,1,0,6,0
1,1,2,61,290,2,5,421,85,1,1,1,6,0
1,1,2,19,27,9,5,421,85,1,0,0,6,0
1,1,2,84,26,10,1,421,85,1,0,0,6,0
1,0,2,63,50,1,1,421,85,1,0,1,6,0
1,1,2,66,18,11,4,421,85,0,0,0,6,0
9,1,2,75,18,3,5,421,85,1,0,0,6,0
1,1,2,41,61,11,1,421,85,1,0,1,6,0
1,1,2,65,41,5,4,421,85,1,0,0,6,0
1,1,2,29,25,13,2,421,85,1,1,1,6,0
7,1,2,75,18,6,5,421,85,1,0,0,6,0
1,1,2,5,25,11,0,421,85,1,0,0,6,0
1,1,2,12,29,12,1,421,85,0,0,0,6,0
2,1,2,308,17,1,1,421,85,1,0,0,6,0
2,1,2,22,17,4,1,422,76,1,1,1,6,0
1,1,2,93,1,7,4,422,85,0,1,1,6,1
1,1,2,287,70,7,0,422,85,1,0,1,6,1
1,1,2,17,33,11,0,422,51,1,0,0,6,0
1,1,2,13,63,13,1,423,85,1,0,1,6,0
1,1,2,8,1,5,6,423,85,1,1,1,6,0
1,1,2,18,18,7,0,423,85,0,0,1,6,0
1,1,2,176,64,13,3,423,36,1,1,1,6,1
1,1,2,9,24,14,0,423,85,1,0,1,6,0
1,1,2,49,38,9,6,423,85,1,1,1,6,0
2,1,2,24,81,4,6,423,85,1,1,1,6,0
4,1,2,42,40,11,6,423,78,1,0,0,6,0
2,1,2,58,75,10,3,423,85,1,1,1,6,0
1,1,2,63,66,14,0,423,36,1,1,1,6,0
1,1,2,49,58,6,4,423,85,1,0,1,6,0
2,0,2,22,117,11,3,423,36,1,0,1,6,0
1,1,2,74,27,10,3,423,85,1,0,1,6,0
1,1,2,29,60,8,1,423,85,1,0,1,6,0
1,1,2,105,20,6,3,423,85,1,0,1,6,0
1,1,2,46,47,3,6,423,85,1,0,1,6,0
1,1,2,194,21,2,2,423,85,0,0,1,6,0
1,1,2,49,25,8,6,423,85,1,1,1,6,0
1,1,2,0,34,3,3,424,4,1,0,0,8,0
1,1,2,100,20,23,4,424,4,1,0,0,8,0
1,1,2,6,22,10,4,424,4,1,0,1,8,0
1,1,2,59,17,3,1,424,4,1,1,1,8,0
1,1,2,3,24,1,6,424,4,1,0,1,8,0
1,1,2,55,27,3,6,424,85,1,0,0,8,0
1,1,2,12,25,11,6,424,4,1,0,0,8,0
1,1,2,8,25,6,4,424,85,1,0,1,8,0
1,1,1,112,19,14,4,424,85,1,0,1,8,0
1,1,2,240,18,3,4,424,4,1,1,1,8,0
1,0,2,222,18,6,4,424,4,1,0,0,8,0
1,1,2,40,35,6,4,424,85,1,0,1,8,0
1,1,2,111,17,13,3,424,4,1,0,0,8,0
1,1,2,25,21,9,4,424,85,0,1,1,8,0
1,1,2,61,151,5,2,424,101,1,0,0,8,0
1,1,2,47,84,9,0,424,85,1,0,0,8,0
1,1,2,33,31,6,6,424,85,1,1,1,8,0
1,1,2,33,91,11,6,424,85,1,0,0,8,0
1,1,2,88,23,14,6,424,4,1,1,0,8,0
1,1,2,24,29,1,1,424,4,1,0,1,8,0
1,1,2,94,21,13,3,424,101,0,0,0,8,0
2,1,0,354,32,12,5,424,85,0,0,0,8,0
1,1,2,151,57,11,1,424,4,1,0,0,8,0
1,1,2,10,110,7,6,424,85,1,1,1,8,0
1,1,2,14,21,1,1,424,4,1,0,1,8,0
4,1,2,50,35,9,4,424,4,1,0,0,8,0
2,1,2,7,70,3,0,424,85,1,1,1,8,0
1,1,2,43,42,8,1,424,4,1,0,0,8,0
1,1,2,66,26,7,3,424,85,1,0,0,8,0
1,1,2,38,159,2,1,424,4,1,0,1,8,0
2,1,2,75,22,8,3,424,4,1,0,0,8,0
2,1,2,15,19,11,6,424,4,1,1,0,8,0
2,1,2,30,22,15,2,424,4,0,0,0,8,0
1,1,2,4,23,7,6,424,4,0,0,0,8,0
1,1,2,15,21,11,1,424,4,0,0,0,8,0
1,1,2,35,85,11,1,424,85,1,1,1,8,0
1,1,2,60,41,10,3,424,85,1,0,0,8,0
1,0,2,209,34,13,3,424,4,0,0,0,8,0
1,1,2,37,20,0,0,424,4,1,0,0,8,0
1,1,2,3,38,23,4,424,4,1,0,1,8,0
2,0,2,134,22,8,0,424,4,1,0,1,8,0
1,0,2,269,19,10,3,424,85,1,1,1,8,0
2,1,2,120,79,13,4,424,85,1,0,1,8,0
1,1,2,47,20,8,4,424,4,0,0,0,8,0
1,1,2,39,17,9,6,424,85,0,0,0,8,0
1,1,2,249,20,7,3,424,85,1,0,0,8,0
1,1,2,35,19,12,2,424,4,0,0,0,8,0
1,1,2,47,35,5,0,424,85,1,0,1,8,0
1,0,2,53,17,13,1,424,4,1,0,0,8,0
1,1,2,72,43,15,2,424,85,1,0,0,8,0
1,1,2,85,61,11,1,424,4,1,0,0,8,0
1,1,2,68,22,7,4,424,4,0,0,1,8,0
1,1,2,33,28,16,6,424,4,1,0,0,8,0
1,1,2,48,19,7,6,424,4,1,0,0,8,0
1,1,2,33,40,14,2,424,4,1,1,1,8,0
2,1,2,26,110,3,1,424,85,0,0,1,8,0
4,1,2,34,21,9,6,424,4,1,0,0,8,0
1,1,2,1,1,5,1,424,51,0,0,0,8,0
1,1,2,20,17,12,5,424,4,1,0,0,8,0
1,1,2,72,27,17,4,424,4,1,0,1,8,0
1,1,2,2,81,23,1,424,85,1,0,0,8,0
1,0,2,18,25,6,0,424,4,1,1,0,8,0
1,1,2,36,18,11,5,424,4,1,1,1,8,0
2,1,2,10,37,23,4,424,4,1,1,0,8,0
1,1,2,41,27,12,6,424,4,1,0,0,8,0
4,1,2,212,18,3,3,424,4,1,0,1,8,0
1,1,2,42,59,4,0,424,4,1,1,0,8,0
1,1,2,48,36,10,1,424,4,1,0,0,8,0
1,1,2,16,84,7,1,424,85,1,0,0,8,0
1,0,2,70,27,10,2,424,4,1,1,1,8,0
1,1,2,7,62,14,5,424,85,1,0,0,8,0
1,1,2,7,75,15,6,424,85,1,0,0,8,0
1,1,2,76,27,8,4,424,4,1,0,1,8,0
1,1,2,129,20,15,1,424,4,0,0,0,8,0
1,1,2,39,39,11,3,424,4,1,1,1,8,0
1,1,2,41,33,9,5,424,85,0,0,0,8,0
1,1,2,110,85,8,5,424,4,1,1,1,8,0
1,1,2,20,78,11,4,424,85,1,0,0,8,0
1,1,2,2,22,11,2,424,4,1,1,1,8,0
1,0,2,53,17,13,1,424,4,1,0,0,8,0
1,1,1,10,19,8,0,424,85,0,1,1,8,0
2,1,2,32,43,23,6,424,4,1,0,0,8,0
1,1,2,62,24,12,5,424,4,1,0,1,8,0
3,0,2,31,20,14,0,424,85,1,1,1,8,0
1,1,2,24,22,4,4,424,4,1,1,1,8,0
1,1,2,14,41,10,6,424,4,1,1,1,8,0
1,1,1,34,21,4,5,424,61,1,0,0,8,0
1,1,1,40,28,7,3,424,4,1,1,1,8,0
1,1,2,3,33,4,1,424,85,1,1,0,8,0
2,1,1,3,17,12,0,424,85,0,1,1,8,0
2,1,1,255,24,9,1,424,4,1,1,1,8,0
2,1,2,23,30,14,4,424,85,1,1,1,8,0
1,1,2,66,21,5,6,424,4,1,0,0,8,0
1,1,2,23,17,2,1,424,4,0,0,1,8,0
1,1,2,67,25,12,1,424,4,1,0,1,8,0
2,1,2,60,24,6,6,424,4,1,1,1,8,0
3,1,2,58,27,9,1,424,4,0,0,0,8,0
1,1,2,78,19,10,2,424,4,1,0,0,8,0
1,0,2,18,22,10,4,424,4,1,0,0,8,0
1,1,2,10,22,6,5,424,4,1,1,0,8,0
2,1,2,40,35,11,5,424,85,1,1,1,8,0
1,1,2,9,61,6,0,424,85,1,1,1,8,0
2,1,2,29,27,14,0,424,85,1,1,0,8,0
1,0,2,128,34,6,4,424,4,1,0,0,8,0
4,1,2,88,17,15,5,424,4,1,0,1,8,0
1,1,2,8,90,8,6,424,85,1,1,1,8,0
1,0,2,129,29,4,5,424,4,0,0,0,8,0
1,1,1,199,22,13,3,424,4,1,1,0,8,0
1,1,2,24,27,11,3,424,4,0,0,0,8,0
1,0,2,24,19,6,3,424,4,0,0,1,8,0
1,0,2,33,73,12,3,424,4,1,0,0,8,0
1,1,2,29,26,9,5,424,4,1,0,0,8,0
3,1,2,63,23,8,1,424,4,1,0,0,8,0
1,1,2,47,29,6,5,424,85,1,0,0,8,0
1,1,2,30,23,8,6,424,4,1,0,0,8,0
3,1,2,375,25,11,6,424,4,0,0,0,8,0
1,1,2,27,18,6,4,424,85,1,0,1,8,0
2,1,1,27,29,17,1,424,4,1,0,1,8,0
1,1,2,31,31,5,0,424,4,0,1,1,8,0
2,1,2,2,48,3,0,424,85,1,0,1,8,0
1,1,2,35,64,6,4,424,4,1,1,1,8,0
1,1,1,73,20,3,1,424,4,1,0,0,8,0
1,1,2,30,84,9,2,424,85,1,0,1,8,0
1,0,2,53,17,13,1,424,4,1,0,0,8,0
1,1,2,56,37,4,2,424,4,1,1,0,8,0
1,1,2,32,19,9,1,424,4,1,1,1,8,1
1,1,2,45,17,16,2,424,4,1,1,0,8,0
2,1,2,89,43,8,4,424,4,1,0,0,8,0
1,1,2,61,22,15,6,424,4,1,0,0,8,0
1,1,2,40,31,2,4,424,85,1,0,1,8,0
1,1,2,18,102,6,6,424,4,1,0,1,8,0
1,1,2,7,29,13,3,424,4,1,0,1,8,0
1,1,2,35,24,5,1,424,4,0,0,0,8,0
1,0,2,25,32,12,4,424,85,1,0,0,8,0
1,0,2,20,37,7,6,424,4,1,0,0,8,0
1,1,2,14,19,2,6,424,4,1,0,1,8,0
1,1,2,17,26,11,5,424,4,1,1,1,8,1
2,1,2,20,17,13,4,424,4,1,1,1,8,0
1,1,2,5,24,6,1,424,101,1,0,0,8,0
2,1,2,139,33,0,6,424,4,0,0,0,8,0
1,1,2,26,18,5,5,424,4,0,0,0,8,0
5,1,2,272,18,15,1,424,4,0,0,0,8,0
1,1,2,28,33,5,6,424,4,0,0,0,8,0
2,1,1,94,17,6,1,424,4,1,0,0,8,0
1,1,2,117,174,13,6,424,85,1,0,1,8,0
1,1,2,66,297,9,3,424,85,1,1,1,8,0
2,1,2,80,17,16,0,424,4,1,0,1,8,0
1,1,2,87,50,7,4,424,4,1,0,0,8,0
1,1,2,7,54,6,6,424,85,1,0,1,8,0
1,1,2,100,31,4,0,424,4,1,0,1,8,0
1,1,2,56,18,22,6,424,4,1,1,1,8,0
1,1,2,71,20,11,5,424,4,1,0,0,8,0
1,1,2,42,21,2,1,424,4,1,0,1,8,0
1,0,2,56,25,3,6,424,4,1,1,0,8,0
1,1,2,108,18,1,2,424,4,1,0,1,8,0
1,1,2,32,40,14,3,424,4,0,0,0,8,0
1,1,2,162,26,11,5,424,4,0,0,0,8,0
1,1,2,24,27,11,3,424,4,0,0,0,8,0
1,1,2,24,19,14,1,424,4,1,1,0,8,0
2,1,2,17,40,11,6,424,4,1,1,1,8,0
1,1,2,36,40,2,0,424,85,1,1,1,8,0
1,1,2,24,19,14,1,424,4,1,1,0,8,0
1,1,2,30,43,9,0,424,4,1,0,0,8,0
1,1,2,35,59,5,6,424,85,1,0,0,8,0
1,1,2,27,23,2,5,424,4,1,0,0,8,0
1,1,2,27,31,2,0,424,85,0,0,1,8,0
1,1,2,17,17,8,0,424,4,1,0,0,8,0
1,1,2,62,20,0,5,424,4,1,0,0,8,0
1,1,2,73,68,10,2,424,85,1,0,1,8,0
1,1,2,59,21,1,0,424,4,0,0,0,8,0
1,0,2,1,1,6,1,424,51,0,0,0,8,0
1,1,2,3,33,3,5,424,4,1,0,0,8,0
1,1,2,225,23,2,1,424,4,0,0,1,8,0
1,1,2,113,77,14,0,424,4,1,0,1,8,0
1,1,2,40,360,5,3,424,4,1,0,1,8,0
1,1,1,80,45,12,0,424,4,1,1,0,8,0
2,1,1,65,31,10,1,424,85,1,0,0,8,0
1,1,2,35,18,14,4,424,4,1,1,1,8,0
1,1,2,29,27,6,4,424,4,1,0,0,8,1
1,1,2,12,19,4,5,424,4,1,0,1,8,0
1,0,2,5,117,14,2,424,85,1,0,0,8,0
3,1,2,20,29,0,5,424,4,1,0,0,8,0
1,1,2,201,32,12,5,424,4,1,1,1,8,0
1,0,2,30,21,16,2,424,85,1,1,0,8,0
1,1,2,21,49,10,6,424,4,1,0,0,8,0
1,0,2,11,38,10,1,424,4,1,0,0,8,0
4,1,1,29,17,4,0,424,85,0,0,1,8,0
1,1,2,38,39,11,2,424,4,1,1,1,8,0
1,1,2,112,167,12,5,424,4,1,0,0,8,0
1,0,2,12,28,5,3,425,52,1,0,0,6,0
1,1,2,35,18,11,4,425,85,1,0,0,6,0
1,1,2,84,94,13,2,425,85,1,1,0,6,1
2,1,2,1,68,7,3,427,12,1,0,0,6,0
1,1,2,222,49,12,1,427,85,1,0,0,6,0
1,1,2,29,41,14,0,427,51,1,1,1,6,1
2,1,2,56,35,14,4,427,12,1,1,0,6,0
1,1,2,4,18,6,4,428,85,0,0,0,8,0
1,1,2,9,88,8,5,428,85,1,0,0,8,0
1,1,2,47,29,11,0,428,4,1,0,1,8,0
1,1,1,78,64,5,3,428,85,1,1,1,8,0
1,1,2,36,23,12,3,428,4,1,0,0,8,0
1,1,2,60,26,14,1,428,85,1,0,0,8,0
1,0,2,70,22,3,3,428,4,1,0,1,8,0
1,1,2,155,22,7,1,428,85,1,1,1,8,0
1,1,2,38,17,5,0,428,4,1,1,1,8,0
4,1,2,289,21,4,4,428,4,0,0,0,8,0
1,1,2,224,18,11,6,428,4,0,1,0,8,0
1,1,2,54,34,23,1,428,85,1,1,1,8,0
1,1,2,36,33,1,2,428,85,1,0,0,8,0
1,1,2,14,128,11,3,428,85,1,0,1,8,0
1,1,2,69,40,14,1,428,4,1,1,0,8,0
1,1,2,37,89,16,6,428,85,1,0,0,8,0
1,0,2,49,21,8,6,428,4,1,1,0,8,0
1,1,2,24,19,13,1,428,4,1,0,0,8,0
1,1,2,25,86,2,4,428,85,1,1,1,8,0
1,1,1,53,34,1,5,428,85,1,0,0,8,0
2,1,2,128,17,9,3,428,4,0,0,0,8,0
1,0,2,295,26,15,1,428,51,0,0,0,8,0
1,1,2,49,359,7,6,428,85,1,1,1,8,0
1,0,2,32,40,9,2,428,4,1,0,1,8,0
1,0,2,5,91,4,5,428,4,0,0,1,8,0
1,1,2,87,113,13,1,428,4,1,0,0,8,0
1,0,2,83,27,3,2,428,4,1,0,0,8,0
4,1,2,73,57,0,4,428,4,1,0,1,8,0
1,0,2,10,19,20,4,428,85,1,0,1,8,0
1,0,2,48,19,12,4,428,4,1,1,1,8,0
1,1,2,33,30,8,0,428,85,0,0,1,8,0
1,1,2,26,21,6,0,428,4,1,1,1,8,0
3,1,2,234,22,2,4,428,4,1,0,1,8,0
1,1,2,54,34,14,1,428,85,1,1,1,8,0
1,0,2,98,21,3,6,428,85,1,1,1,8,0
1,0,2,9,82,8,0,428,85,1,0,0,8,0
1,0,2,31,35,12,3,428,4,1,1,0,8,0
1,1,2,29,45,6,2,428,85,1,0,0,8,0
1,1,2,49,29,2,5,428,4,0,1,0,8,0
2,1,2,23,19,6,0,428,4,1,1,0,8,0
1,1,2,64,31,14,4,428,85,1,0,1,8,0
1,1,2,25,21,13,0,428,4,0,1,0,8,0
1,1,2,1,20,5,3,428,85,1,1,0,8,0
2,1,2,131,21,5,1,428,85,1,1,1,8,0
1,1,2,12,32,6,6,428,4,1,1,1,8,0
1,0,2,9,20,5,6,428,85,1,0,1,8,0
1,1,2,174,21,13,2,428,4,1,0,0,8,0
1,1,2,33,42,0,5,428,85,1,0,0,8,0
1,1,2,224,18,11,6,428,4,1,1,1,8,0
1,1,2,187,30,6,0,428,4,1,0,0,8,0
1,0,2,6,46,11,4,428,4,0,0,0,8,0
1,1,2,44,26,5,0,428,85,1,0,0,8,0
1,1,2,71,33,16,1,428,85,1,0,1,8,0
1,1,1,52,36,13,6,428,85,1,0,0,8,0
1,0,2,44,21,9,1,428,4,1,1,0,8,0
1,1,2,11,27,14,4,428,4,1,1,1,8,0
1,1,2,131,21,5,1,428,85,0,0,1,8,0
1,1,2,75,36,12,5,428,4,1,0,0,8,0
1,1,2,39,21,11,4,428,4,1,0,1,8,0
1,1,2,111,46,10,6,428,4,1,0,0,8,0
1,1,2,71,38,6,4,428,4,1,0,0,8,0
1,1,2,203,70,7,1,428,4,1,1,1,8,0
2,1,2,48,48,4,6,428,4,1,1,1,8,0
1,1,2,30,30,1,2,428,4,0,0,1,8,0
1,1,2,31,30,14,3,428,85,1,1,0,8,0
1,0,2,102,41,12,4,428,4,1,0,1,8,0
1,1,2,7,79,5,6,428,85,1,0,1,8,0
1,1,2,11,28,7,2,428,4,1,1,1,8,0
1,1,2,39,29,12,3,428,4,0,0,0,8,0
1,1,2,70,37,5,3,428,4,1,0,0,8,0
1,1,2,39,87,7,5,428,85,1,0,0,8,0
1,1,2,18,91,10,4,428,85,1,0,1,8,0
1,1,2,13,18,5,4,428,85,1,0,0,8,0
1,1,2,21,125,23,4,428,4,1,1,1,8,0
1,1,2,17,86,7,4,428,4,1,1,0,8,0
1,1,2,83,18,9,1,428,4,1,1,0,8,0
1,1,2,27,31,11,3,428,4,1,1,1,8,0
1,1,2,330,20,13,6,428,85,0,0,0,8,0
1,0,2,151,1,8,5,428,85,1,1,1,8,0
2,1,2,253,28,15,4,428,4,1,0,1,8,0
1,1,1,53,36,12,5,428,85,1,0,1,8,0
2,1,2,17,32,13,5,428,85,1,1,0,8,0
2,0,2,6,18,7,0,428,4,0,0,0,8,0
1,1,2,5,31,5,5,428,4,0,0,1,8,0
